country,year,AG.LND.FRST.K2,AG.SRF.TOTL.K2,ER.PTD.TOTL.ZS,GB.XPD.RSDV.GD.ZS,GE.EST,IP.JRN.ARTC.SC,IT.NET.USER.ZS,NY.GDP.PCAP.CD,SE.PRM.ENRR,SE.SEC.ENRR,SE.TER.ENRR,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SP.POP.SCIE.RD.P6,SP.POP.TECH.RD.P6,countryCode,region,incomeLevel,occurrenceCount,occurrenceCount_publisher,gbif_member,ogp_membership
Andorra,2013,160.0,470.0,9.2,1.5992060847904366,1.53249549865723,5.26,84.4,42470.3161159692,87.6535186767578,90.9656677246094,14.7599496841431,6.19552993774414,2.50616002082825,4046.88083031064,1144.6111873333334,AD,Europe & Central Asia,High income,95055.0,81816.0,Sí,No
Andorra,2014,160.0,470.0,18.2,1.6132712957003843,1.71216595172882,4.18,86.1,44369.659691379,88.2352905273438,91.8740692138672,13.7001399993896,13.3152103424072,3.07420992851257,4048.430320739746,1125.7383142857143,AD,Europe & Central Asia,High income,95724.0,81816.0,Sí,No
Andorra,2015,160.0,470.0,21.1,1.6957504050806167,1.74073541164398,7.96,87.9,38654.9347203095,88.9553527832031,92.5457992553711,13.8819599151611,10.4428100585938,3.28034996986389,4144.371765136719,1335.6292849999998,AD,Europe & Central Asia,High income,96956.0,81816.0,Sí,No
Andorra,2016,160.0,470.0,21.1,1.6053673900339918,1.80540561676025,7.83,89.7,40129.8192007698,90.1719436645508,94.2090682983398,15.1089096069336,9.99098014831543,3.23707008361816,4190.124734497071,1142.4920014285715,AD,Europe & Central Asia,High income,126300.0,110719.0,Sí,No
Andorra,2017,160.0,470.0,26.7,1.6815175258864956,1.87694644927979,1.67,91.6,40672.9943348258,89.3710708618164,94.3697509765625,15.4369401931763,9.39243984222412,3.21708989143372,4471.0066472833805,1300.172112,AD,Europe & Central Asia,High income,127762.0,111790.0,Sí,No
Andorra,2018,160.0,470.0,26.7,1.6517465075720912,1.87921941280365,3.19,84.18695652173913,42819.7745797624,89.6744766235352,95.0905990600586,15.3940296173096,13.4619197845459,3.2467200756073,4509.09321899414,270.0975733333333,AD,Europe & Central Asia,High income,129833.0,111790.0,Sí,No
Andorra,2019,160.0,470.0,26.7,1.7774562429015826,1.85192060470581,5.41,90.7,41257.8045846483,89.352897644043,95.6840591430664,15.0,10.8952398300171,3.15060997009277,4673.036819458008,,AD,Europe & Central Asia,High income,132557.0,113290.0,Sí,No
Andorra,2020,160.0,470.0,26.7,1.8074604350587595,1.7492413520813,8.14,93.2,37361.0900666982,88.7170867919922,96.4627532958984,15.0982704162598,8.99186897277832,2.63213038444519,4697.471909372431,,AD,Europe & Central Asia,High income,137708.0,114622.0,Sí,No
Andorra,2021,160.0,470.0,26.9,1.927149128654729,1.74892807006836,9.44,93.9,42425.6996756291,88.8840789794922,97.3252334594727,15.204270362854,10.2647352218628,2.58397221565247,5076.3856520879835,,AD,Europe & Central Asia,High income,141452.0,115904.0,Sí,No
Andorra,2022,160.0,470.0,26.9,1.8019338143723356,1.49526071548462,9.6,94.5,42414.0590092117,90.147346496582,97.4890365600586,34.4803504943848,6.96124982833862,2.64728999137878,5077.905139741443,,AD,Europe & Central Asia,High income,147117.0,118243.0,Sí,No
Argentina,2007,311632.0,2780400.0,,0.460070013999939,-0.0125325033441186,5682.94,25.9,7185.25155147027,117.350616455078,92.6104202270508,66.9094467163086,15.1015701293945,4.46260023117065,971.290100097656,194.83778,AR,Latin America & Caribbean ,Upper middle income,229042.0,3442.0,Sí,No
Argentina,2008,308468.0,2780400.0,,0.470550000667572,-0.123509347438812,6229.5,28.1,8944.1102657357,118.43701171875,93.5038223266602,68.816291809082,15.7478399276733,4.84440994262695,1032.6748046875,205.4882,AR,Latin America & Caribbean ,Upper middle income,276417.0,86381.0,Sí,No
Argentina,2009,305304.0,2780400.0,,0.583980023860931,-0.294032037258148,6819.11,34.0,8150.23527028221,118.401557922363,96.6370162963867,71.0374603271484,16.0206699371338,5.53105020523071,1031.64135742188,227.03476,AR,Latin America & Caribbean ,Upper middle income,446752.0,173910.0,Sí,No
Argentina,2010,302140.0,2780400.0,,0.561039984226227,-0.1117919459939,7153.65,45.0,10260.1313108254,118.234718322754,99.2300033569336,74.1875305175781,15.0479698181152,5.01971006393433,1119.05029296875,247.45846,AR,Latin America & Caribbean ,Upper middle income,598811.0,254915.0,Sí,No
Argentina,2011,299906.0,2780400.0,,0.565970003604889,-0.0723610669374466,7625.07,51.0,12704.2831819684,117.463752746582,100.993843078613,77.4296112060547,15.1585597991943,5.29062986373901,1175.37231445312,272.47976,AR,Latin America & Caribbean ,Upper middle income,911332.0,641647.0,Sí,No
Argentina,2012,297672.0,2780400.0,,0.634909987449646,-0.206967011094093,7803.52,55.8,12949.717486654,116.51634979248,102.782302856445,78.4559097290039,14.5182600021362,5.34582996368408,1197.65539550781,307.17135,AR,Latin America & Caribbean ,Upper middle income,1029241.0,707956.0,Sí,Sí
Argentina,2013,295438.0,2780400.0,5.0,0.618489980697632,-0.254236966371536,7945.07,59.9,12963.675773326,114.509239196777,104.596748352051,78.7686614990234,14.4579296112061,5.43661022186279,1193.37329101562,320.69368,AR,Latin America & Caribbean ,Upper middle income,1151366.0,778094.0,Sí,Sí
Argentina,2014,293204.0,2780400.0,7.3,0.593959987163544,-0.111114293336868,8330.4,64.7,12233.1444119186,113.961883544922,106.092132568359,81.1694107055664,13.7993297576904,5.36144018173218,1202.47387695312,318.78033,AR,Latin America & Caribbean ,Upper middle income,1404399.0,897534.0,Sí,Sí
Argentina,2015,290970.0,2780400.0,7.4,0.622619986534119,-0.0494756102561951,8393.72,68.0,13679.6264980954,113.778198242188,107.549072265625,83.762580871582,13.9633102416992,5.77611017227173,1225.50988769531,326.07927,AR,Latin America & Caribbean ,Upper middle income,1796624.0,974550.0,Sí,Sí
Argentina,2016,290100.0,2780400.0,7.5,0.558149993419647,0.218796372413635,8601.99,71.0,12699.9623137756,112.944267272949,109.645942687988,86.6178817749023,13.3555402755737,5.54548978805542,1254.06677246094,328.60276,AR,Latin America & Caribbean ,Upper middle income,2643619.0,1184048.0,Sí,Sí
Argentina,2017,288990.0,2780400.0,7.5,0.556309998035431,0.135085612535477,8793.98,74.3,14532.5009308511,111.681457519531,110.412406921387,89.2329406738281,13.2639198303223,5.45431995391846,1206.01904296875,349.52207,AR,Latin America & Caribbean ,Upper middle income,3196293.0,2690570.0,Sí,Sí
Argentina,2018,287910.0,2780400.0,7.2,0.488299995660782,0.0280606187880039,9234.47,77.7,11752.7998922979,111.545608520508,109.696998596191,90.9728317260742,12.5233402252197,4.87773990631104,1220.93627929688,398.051,AR,Latin America & Caribbean ,Upper middle income,3263695.0,2707546.0,Sí,Sí
Argentina,2019,286810.0,2780400.0,9.4,0.478130012750626,-0.120795331895351,9223.65,79.9,9955.97478680428,111.36531829834,110.498527526855,95.0775527954102,12.5144596099854,4.7716498374939,1224.69934082031,,AR,Latin America & Caribbean ,Upper middle income,4926382.0,4256835.0,Sí,Sí
Argentina,2020,285730.0,2780400.0,9.4,0.541260004043579,-0.254261821508408,9999.61,85.5,8535.59938004389,110.617813110352,112.416679382324,99.266227722168,12.4222898483276,5.27689981460571,1250.48352050781,,AR,Latin America & Caribbean ,Upper middle income,6502956.0,5624163.0,Sí,Sí
Argentina,2021,284636.667,2780400.0,9.4,0.522159993648529,-0.390557259321213,9980.73,87.2,10738.0179223384,110.156112670898,116.559448242188,107.130661010742,12.2848997116089,4.64117002487183,1288.134765625,,AR,Latin America & Caribbean ,Upper middle income,8079970.0,7001654.0,Sí,Sí
Argentina,2022,283552.222,2780400.0,9.6,0.549470007419586,-0.28348970413208,9122.18,88.4,13935.6811110049,108.722412109375,115.434867858887,107.047912597656,12.7075796127319,4.80521011352539,1296.45434570312,,AR,Latin America & Caribbean ,Upper middle income,10168670.0,9109247.0,Sí,Sí
Armenia,2007,3311.84,29740.0,,0.211070001125336,-0.381906569004059,405.91,6.02,2962.70234594569,106.073532104492,89.9713287353516,44.433708190918,12.298770314171206,3.01893997192383,3640.9643920898443,1159.3431044444444,AM,Europe & Central Asia,Upper middle income,16061.0,3408512.8571428573,No,No
Armenia,2008,3309.76,29740.0,,0.224380001425743,-0.177952587604523,384.85,6.21,3777.66859313767,107.106376647949,89.1584701538086,45.9996299743652,11.874401773725237,3.17272996902466,3852.2130679175975,1188.7501570588236,AM,Europe & Central Asia,Upper middle income,17207.0,4277019.5,No,No
Armenia,2009,3307.68,29740.0,,0.29093000292778,-0.0268956422805786,438.63,15.3,2820.5926553347,105.322792053223,94.7720184326172,47.3799514770508,11.81787527175175,3.84079003334045,3935.2077148437506,1227.007497777778,AM,Europe & Central Asia,Upper middle income,17155.0,4443628.157894736,No,No
Armenia,2010,3305.6,29740.0,,0.241390004754066,-0.171523153781891,493.99,25.0,3041.34450723339,96.6795196533203,100.519088745117,47.7453117370605,11.79979347047352,3.24900007247925,3834.3852731805105,1172.952144375,AM,Europe & Central Asia,Upper middle income,17532.0,6293627.842105264,No,No
Armenia,2011,3303.52,29740.0,,0.270139992237091,-0.11502830684185,588.71,32.0,3349.55309771906,96.5201721191406,90.0805282592773,47.8231010437012,12.472279028459031,3.14385008811951,4104.157019042968,1353.3204183333332,AM,Europe & Central Asia,Upper middle income,22505.0,7679359.85,No,Sí
Armenia,2012,3301.44,29740.0,,0.238529995083809,-0.0323866233229637,548.98,37.5,3511.56399687426,96.4941024780273,107.35028745626494,41.4842185974121,12.278820037841799,2.77248001098633,4064.3969757080085,1232.5963471428572,AM,Europe & Central Asia,Upper middle income,24037.0,8621795.4,No,Sí
Armenia,2013,3299.36,29740.0,23.3,0.222159996628761,0.0783172845840454,532.37,41.9,3680.16692158886,99.3458786010742,84.4040374755859,41.6240310668945,8.74975109100342,2.65018010139465,4046.88083031064,1144.6111873333332,AM,Europe & Central Asia,Upper middle income,25563.0,9506635.2,No,Sí
Armenia,2014,3297.28,29740.0,23.1,0.241510003805161,-0.257329761981964,540.71,54.6,3852.11800610384,100.915573120117,84.9311065673828,44.411018371582,12.430739527163288,2.24724006652832,4048.430320739746,1125.7383142857145,AM,Europe & Central Asia,Upper middle income,34547.0,10859617.476190476,No,Sí
Armenia,2015,3295.2,29740.0,23.1,0.250019997358322,-0.331789612770081,534.03,59.1,3512.39350276709,102.382690429688,85.793701171875,45.4674301147461,12.384663540384043,2.80591011047363,4144.371765136719,1335.6292849999998,AM,Europe & Central Asia,Upper middle income,40369.0,12809342.952380951,No,Sí
Armenia,2016,3293.1,29740.0,23.1,0.233050003647804,-0.31255441904068,536.98,64.3,3524.42476874707,103.061706542969,114.75808337423614,51.7460098266602,12.371852957684055,2.75812005996704,4190.124734497071,1142.4920014285715,AM,Europe & Central Asia,Upper middle income,69180.0,11502314.954545455,No,Sí
Armenia,2017,3291.0,29740.0,23.1,0.227880001068115,-0.251550018787384,539.3,64.7,3869.05373867752,101.619812011719,116.00626616590681,53.5907592773438,8.89112567901611,2.70759010314941,4471.0066472833805,1300.1721119999997,AM,Europe & Central Asia,Upper middle income,80926.0,2605.0,No,Sí
Armenia,2018,3288.9,29740.0,23.1,0.188759997487068,-0.170582666993141,524.57,68.2,4196.00562301769,100.061309814453,88.5765686035156,56.1650505065918,8.98857688903809,2.25586795806885,4509.09321899414,270.09757333333334,AM,Europe & Central Asia,Upper middle income,89349.0,2605.0,No,Sí
Armenia,2019,3286.8,29740.0,24.3,0.178540006279945,-0.226045966148376,627.03,66.5,4597.22887399548,97.3231430053711,93.6171493530273,53.3068199157715,10.0050926208496,2.57191228866577,4673.036819458008,,AM,Europe & Central Asia,Upper middle income,101193.0,10171.0,No,Sí
Armenia,2020,3284.7,29740.0,24.3,0.209199994802475,-0.304547429084778,622.39,76.5,4268.68093304583,96.6205673217773,94.89111328125,53.3061294555664,9.57238006591797,2.70555996894836,4697.471909372431,,AM,Europe & Central Asia,Upper middle income,142196.0,31037.0,Sí,Sí
Armenia,2021,3282.6,29740.0,24.3,0.205569997429848,-0.282197445631027,576.14,78.6,4685.17997128509,93.8099975585938,97.3015594482422,58.7563095092773,9.66730403900146,2.76784992218018,5076.3856520879835,,AM,Europe & Central Asia,Upper middle income,154883.0,35002.0,Sí,Sí
Armenia,2022,3280.5,29740.0,24.7,0.209549993276596,-0.314792364835739,655.3,77.0,6571.97445545099,92.9023818969727,96.8645629882812,59.8064498901367,9.70266437530518,2.4918999671936,1187.43395996094,,AM,Europe & Central Asia,Upper middle income,172271.0,52831.0,Sí,Sí
Australia,2007,1302265.0,7741220.0,,0.6979549899697296,1.81895518302917,36315.46,69.5,41051.6120652288,105.422981262207,88.59307861328126,27.63913464546206,15.0950536727905,4.96966886520386,3472.58813476562,885.8869,AU,East Asia & Pacific,High income,2588735.0,2420561.0,Sí,No
Australia,2008,1299997.0,7741220.0,,2.39897990226746,1.78476786613464,37767.96,71.7,49701.2817843335,105.24462890625,89.64058303833032,29.339439868926988,15.0764636993408,4.9018235206604,4379.63525390625,1136.46069,AU,East Asia & Pacific,High income,3197266.0,3350809.0,Sí,No
Australia,2009,1297729.0,7741220.0,,0.7784600257873555,1.70196378231049,39537.36,74.3,42816.5674002829,105.215629577637,109.91332753499337,31.96718406677245,14.7948474884033,5.39640665054321,3760.38720703125,948.34152,AU,East Asia & Pacific,High income,3655689.0,3904863.0,Sí,No
Australia,2010,1295461.0,7741220.0,,2.37009000778198,1.76339137554169,42096.62,76.0,52144.6654705468,105.488502502441,105.63391113281254,34.16763496398925,17.1157817840576,6.15043640136719,4568.56640625,,AU,East Asia & Pacific,High income,4002434.0,4242810.0,Sí,No
Australia,2011,1302557.8,7741220.0,,2.23445010185242,1.69013810157776,45374.3,79.5,62605.600458306,105.274879455566,112.65505981445301,35.4422950744629,17.1274814605713,6.00601577758789,3731.33740234375,1018.40415,AU,East Asia & Pacific,High income,20400874.0,20775077.0,Sí,No
Australia,2012,1309654.6,7741220.0,,0.23913000524044,1.61314845085144,46728.07,79.0,68072.8732340801,105.669723510742,105.67062377929675,61.0462303161621,15.3935136795044,5.55924797058105,,,AU,East Asia & Pacific,High income,28228658.0,28385094.0,Sí,No
Australia,2013,1316751.4,7741220.0,28.1,2.17708992958069,1.632453083992,50921.2,83.5,68190.7010035651,105.802581787109,105.55458450317406,72.5218544006348,15.5629892349243,5.5196270942688,4043.95581054688,995.90241,AU,East Asia & Pacific,High income,32031067.0,31982660.0,Sí,No
Australia,2014,1323848.2,7741220.0,29.0,0.223399996757507,1.60089492797852,52854.67,84.0,62544.0873773726,105.461601257324,106.42789365870455,73.82096481323245,15.0333337783813,5.4375524520874,,,AU,East Asia & Pacific,High income,37386915.0,36653915.0,Sí,No
Australia,2015,1330945.0,7741220.0,28.7,1.91902005672455,1.53325247764587,54235.21,84.6,56739.0265346593,101.665489196777,159.110763549805,119.679389953613,14.8824272155762,5.46285820007324,2753.6465196609497,550.538495,AU,East Asia & Pacific,High income,45308566.0,40384548.0,Sí,Sí
Australia,2016,1340372.0,7741220.0,28.6,0.183449998497963,1.53218841552734,55173.81,86.5,49888.0410842736,101.180686950684,155.594390869141,119.682777404785,14.8905534744263,5.43038558959961,,,AU,East Asia & Pacific,High income,43839180.0,36691185.0,Sí,Sí
Australia,2017,1340174.0,7741220.0,29.7,1.87918996810913,1.49838602542877,55219.84,86.5,53901.7145392154,100.637657165527,153.576126098633,109.993309020996,14.8495864868164,5.32125568389893,5035.55859375,1276.04352,AU,East Asia & Pacific,High income,66275539.0,71015071.0,Sí,Sí
Australia,2018,1340051.0,7741220.0,29.7,0.101609997451305,1.55598998069763,56691.37,90.0,57196.4220783778,100.398712158203,136.105545043945,103.322090148926,15.1084365844727,5.40967607498169,,,AU,East Asia & Pacific,High income,73687755.0,75144489.0,Sí,Sí
Australia,2019,1340051.0,7741220.0,29.9,1.82570004463196,1.53869080543518,58770.26,93.6,54972.7017885437,100.199699401855,144.056564331055,109.759559631348,15.2933683395386,5.50858879089355,5665.3828125,,AU,East Asia & Pacific,High income,90834849.0,80447508.0,Sí,Sí
Australia,2020,1340051.0,7741220.0,30.4,0.133009999990463,1.57335329055786,58870.89,94.7,51791.540179984,99.9011077880859,137.490737915039,110.139221191406,14.4562530517578,5.37828016281128,332.374786376953,,AU,East Asia & Pacific,High income,98218552.0,86906348.0,Sí,Sí
Australia,2021,1340051.0,7741220.0,32.1,1.8550900220871,1.47172200679779,61975.95,97.0,60607.7788605166,99.9291534423828,135.526565551758,112.688293457031,13.1453952789307,5.33320999145508,2888.05908203125,,AU,East Asia & Pacific,High income,101338891.0,93582937.0,Sí,Sí
Australia,2022,1340051.0,7741220.0,32.1,0.0836500003933907,1.52843272686005,62305.03,97.0,64997.0136536475,99.1329879760742,133.277267456055,106.240760803223,13.9446935653687,5.20677661895752,535.373901367188,,AU,East Asia & Pacific,High income,114121946.0,112370305.0,Sí,Sí
Burundi,2007,1939.4,27830.0,,0.200680002570152,-1.28052830696106,4.48,0.7,166.162744906755,124.006248474121,15.7173204421997,2.31571006774902,17.02446651458739,2.712431481906346,124.23341751098636,53.655184999999996,BI,Sub-Saharan Africa ,Low income,20581.0,,No,No
Burundi,2008,1939.4,27830.0,,0.154170006513596,-1.13556611537933,2.54,0.81,189.502074570768,127.552742004395,36.3501284463065,2.55176997184753,12.6155395507812,5.19290018081665,213.35078430175793,72.892985,BI,Sub-Saharan Africa ,Low income,18899.0,,No,No
Burundi,2009,1939.4,27830.0,,0.140959993004799,-1.06673920154572,3.33,0.9,199.097633037708,135.512664794922,21.4418697357178,2.73604011535645,16.3016891479492,6.17194986343384,214.3266029357911,69.455755,BI,Sub-Saharan Africa ,Low income,23384.0,2194272.0,No,No
Burundi,2010,1939.4,27830.0,,0.137189999222755,-1.12470984458923,12.37,1.0,216.727705301976,139.46711730957,24.3956508636475,3.12123990058899,16.5881004333496,6.67801666259766,123.34043312072754,47.3784375,BI,Sub-Saharan Africa ,Low income,28599.0,3104292.6666666665,No,No
Burundi,2011,2110.8,27830.0,,0.37909999862313254,-1.08492064476013,10.02,1.11,230.070577369084,140.372177124023,27.5342102050781,7.94787185300481,14.9792995452881,6.24009609222412,128.21148014068595,41.8907325,BI,Sub-Saharan Africa ,Low income,29200.0,1158360.7142857143,No,No
Burundi,2012,2282.2,27830.0,,0.107019998133183,-1.30940592288971,10.65,1.22,231.688496393569,135.609924316406,30.4175605773926,3.84211850166321,16.9720306396484,6.03472852706909,19.5796909332275,17.60764,BI,Sub-Saharan Africa ,Low income,31204.0,1292507.857142857,No,No
Burundi,2013,2453.6,27830.0,5.0,0.663299977779388,-1.07123398780823,14.28,1.26,234.843045388828,130.219497680664,35.2159614562988,4.62864255905151,17.2432594299316,5.99539995193481,430.448486328125,128.6247,BI,Sub-Saharan Africa ,Low income,28816.0,1289899.4285714286,No,No
Burundi,2014,2625.0,27830.0,7.0,0.31591999926604347,-1.1517721414566,12.91,1.04,250.540481111877,125.404472351074,41.4826889038086,3.86162900924683,22.286958694458,7.51637983322144,204.45585886637377,72.28789666666665,BI,Sub-Saharan Africa ,Low income,44199.0,1303126.2857142857,No,No
Burundi,2015,2796.4,27830.0,7.0,0.731469988822937,-1.23757755756378,12.5,2.0,280.966831311923,120.036262512207,45.2864799499512,5.39195775985718,27.4972400665283,7.10290956497192,250.76471138000477,74.61557,BI,Sub-Saharan Africa ,Low income,41720.0,1654926.857142857,No,No
Burundi,2016,2796.4,27830.0,7.6,0.2649500037853915,-1.48436272144318,11.72,2.2,235.286205393908,116.194183349609,48.9952812194824,4.09006786346436,19.2901420593262,4.96585083007812,138.98700952529907,40.397295,BI,Sub-Saharan Africa ,Low income,43769.0,3003599.5714285714,No,No
Burundi,2017,2796.4,27830.0,7.6,0.3876600116491317,-1.38194644451141,13.19,2.66,236.694472592753,111.118583679199,49.8075103759766,4.43720865249634,20.7077770233154,5.00918865203857,194.54961458841944,47.53837,BI,Sub-Saharan Africa ,Low income,43995.0,1032.0,No,No
Burundi,2018,2796.4,27830.0,7.6,0.213119998574257,-1.44979333877563,20.41,4.0,224.89939239264,107.725219726562,47.8539505004883,4.69854831695557,21.1151103973389,5.4135274887085,22.4815998077393,6.58591,BI,Sub-Saharan Africa ,Low income,74803.0,1032.0,No,No
Burundi,2019,2796.4,27830.0,7.6,0.613039970397949,-1.37481689453125,29.9,6.1,210.236494521532,104.938018798828,43.208080291748,4.20048999786377,21.2221660614014,5.34668445587158,262.5810108184812,,BI,Sub-Saharan Africa ,Low income,85711.0,3824.0,No,No
Burundi,2020,2796.4,27830.0,7.6,0.602400004863739,-1.30248296260834,35.24,9.17,210.008139902508,105.158096313477,46.391471862793,5.22371053695679,20.7419528961182,5.32158517837524,252.04823112487804,,BI,Sub-Saharan Africa ,Low income,86256.0,4722.0,No,No
