country,year,superficie_total_km2,areas_protegidas,gasto_RD_pib,efectividad_gobierno,art_cientificos,uso_internet,pib_per_capita,inscripcion_primaria,inscripcion_secundaria,inscripcion_terciaria,gasto_educacion_gobierno,gasto_educacion_pib,investigadores_RD,countryCode,region,incomeLevel,occurrenceCount_publisher,gbif_member,ogp_membership
Argentina,2013,2780400.0,5.0,0.61849,-0.254236966371536,7945.07,59.9,12963.675773326,114.421348571777,104.540863037109,78.5681646081939,14.457929611206,5.43661022186279,1193.37333,AR,2,3,778094.0,1,1
Argentina,2014,2780400.0,7.3,0.59396,-0.111114293336868,8330.4,64.7,12233.1444119186,113.873519897461,106.038902282715,81.072589697739,13.7993297576904,5.36144018173218,1202.47388,AR,2,3,897534.0,1,1
Argentina,2015,2780400.0,7.4,0.62262,-0.0494756102561951,8393.72,68.0431,13679.6264980954,112.936653137207,107.504867553711,83.75569332589,13.9633102416992,5.77611017227173,1225.50983,AR,2,3,974550.0,1,1
Argentina,2016,2780400.0,7.5,0.55815,0.218796372413635,8601.99,70.969,12699.9623137756,111.654647827148,109.598327636719,86.6743832906399,13.3555402755737,5.54548978805542,1254.06674,AR,2,3,1184048.0,1,1
Argentina,2017,2780400.0,7.5,0.55631,0.135085612535477,8793.98,74.2949,14532.5009308511,109.879669189453,110.377799987793,89.3297346952415,13.2639198303223,5.45431995391846,1206.01905,AR,2,3,2690570.0,1,1
Argentina,2018,2780400.0,7.2,0.4883,0.0280606187880039,9234.47,77.7,11752.7998922979,109.305458068848,109.671241760254,91.0846512732766,12.5233402252197,4.87773990631104,1220.93622,AR,2,3,2707546.0,1,1
Argentina,2019,2780400.0,9.4,0.47813,-0.120795331895351,9223.65,79.947,9955.97478680428,109.338218688965,110.460151672363,95.1928240640628,12.5144596099853,4.7716498374939,1224.69939,AR,2,3,4256835.0,1,1
Argentina,2020,2780400.0,9.4,0.54126,-0.254261821508408,9999.61,85.5144,8535.59938004389,108.504623413086,112.376731872559,99.3697348717996,12.4222898483276,5.27689981460571,1250.48347,AR,2,3,5624163.0,1,1
Argentina,2021,2780400.0,9.4,0.52216,-0.390557259321213,9980.73,87.1507,10738.0179223384,108.139617919922,115.735778808594,107.219557633976,12.2848997116089,4.65393018722534,1288.13477,AR,2,3,7001654.0,1,1
Argentina,2022,2780400.0,9.6,0.54947,-0.28348970413208,9122.18,88.3754,13935.6811110049,106.759826660156,114.14811706543,107.103901423423,12.7075796127319,4.79263019561768,1296.45435,AR,2,3,9109247.0,1,1
Australia,2007,7741220.0,,1.38930667703493,1.81895518302917,36315.46,69.45,41051.6120652288,105.422981262207,104.19881113104194,60.10299503226344,14.155884203603012,5.085067126173255,3087.199959829287,AU,0,0,2420561.0,1,0
Australia,2008,7741220.0,,2.39898,1.78476786613464,37767.96,71.67,49701.2817843335,105.24462890625,114.15636377985197,79.56828871988627,13.564744689663847,6.034266902904719,4379.63519,AU,0,0,3350809.0,1,0
Australia,2009,7741220.0,,1.5291324788437606,1.70196378231049,39537.36,74.25,42816.5674002829,105.215629577637,108.07132151666718,63.24286198038908,14.062929584041523,5.247849970242013,3469.471085891326,AU,0,0,3904863.0,1,0
Australia,2010,7741220.0,,2.37009,1.76339137554169,42096.62,76.0,52144.6654705468,105.488502502441,113.42539633869139,72.66621915565693,13.561732029238936,5.90276526481596,4568.56658,AU,0,0,4242810.0,1,0
Australia,2011,7741220.0,,2.23445,1.69013810157776,45374.3,79.4877,62605.600458306,105.274879455566,115.02443439074563,72.33339428385477,13.59047370732564,5.845112061943887,4619.670831690452,AU,0,0,20775077.0,1,0
Australia,2012,7741220.0,,1.6801629116458783,1.61314845085144,46728.07,79.0,68072.8732340801,105.669723510742,112.28925142972693,66.51519276729154,14.093618278287583,5.43662613926891,3877.5772416005557,AU,0,0,28385094.0,1,0
Australia,2013,7741220.0,28.1,2.17709,1.632453083992,50921.2,83.4535,68190.7010035651,105.802581787109,117.78783274869687,73.23405321661065,13.775397336192345,5.872129463560254,4728.775186556278,AU,0,0,31982660.0,1,0
Australia,2014,7741220.0,29.0,1.8259659091427658,1.60089492797852,52854.67,84.0,62544.0873773726,105.461601257324,116.32772073688801,69.78785894597405,13.998254770997473,5.606522091222464,4276.132220444816,AU,0,0,36653915.0,1,0
Australia,2015,7741220.0,28.7,1.91902,1.53325247764587,54235.21,84.5605,56739.0265346593,101.665489196777,159.110763549805,119.679389953613,14.246626937973158,6.899989045376288,4467.026190146499,AU,0,0,40384548.0,1,1
Australia,2016,7741220.0,28.6,2.4087670764635094,1.53218841552734,55173.81,86.54,49888.0410842736,101.180686950684,155.594390869141,119.682777404785,13.651995961173178,7.081996390991166,5139.423266152956,AU,0,0,36691185.0,1,1
Australia,2017,7741220.0,29.7,1.87919,1.49838602542877,55219.84,86.545,53901.7145392154,100.637657165527,153.576126098633,109.993309020996,13.984899651429163,6.665405951847145,4459.800683746381,AU,0,0,71015071.0,1,1
Australia,2018,7741220.0,29.7,2.282178609357935,1.55598998069763,56691.37,90.0,57196.4220783778,100.398712158203,136.105545043945,103.322090148926,12.968087076290171,6.421376633003389,5073.144724351886,AU,0,0,75144489.0,1,1
Australia,2019,7741220.0,29.9,1.8257,1.53869080543518,58770.26,93.6099,54972.7017885437,100.199699401855,144.056564331055,109.759559631348,13.425689440595338,6.36102226441697,4675.155417755562,AU,0,0,80447508.0,1,1
Australia,2020,7741220.0,30.4,1.9789352909990783,1.57335329055786,58870.89,94.6935,51791.540179984,99.9011077880859,137.490737915039,110.139221191406,12.1686601638794,5.38625001907349,4598.326830061192,AU,0,0,86906348.0,1,1
Australia,2021,7741220.0,32.1,1.85509,1.47172200679779,61975.95,96.9722,60607.7788605166,99.9291534423828,135.526565551758,112.688293457031,12.1116104125977,5.34109020233154,4574.7285985533845,AU,0,0,93582937.0,1,1
Australia,2022,7741220.0,32.1,1.8065026195155662,1.52843272686005,62305.03,97.0424,64997.0136536475,99.1329879760742,133.277267456055,106.240760803223,12.6520795822144,5.05916023254395,4314.985339017599,AU,0,0,112370305.0,1,1
Belgium,2007,30528.0,,1.84999,1.60233938694,13622.59,66.7604,44319.165448813,102.451301574707,159.439895629883,62.461841583252,15.722498902285697,6.602894361004732,3431.0838,BE,1,0,294686.0,1,0
Belgium,2008,30528.0,,1.93684,1.38118207454681,14332.71,68.8573,48303.397956286,102.265731811523,160.468811035156,62.7642097473145,12.4724502563477,6.33294010162354,3447.86531,BE,1,0,558909.0,1,0
Belgium,2009,30528.0,,1.9986,1.56746017932892,14799.65,74.5441,44923.3400135081,102.259460449219,159.661544799805,64.9798431396484,11.8001499176025,6.43465995788574,3554.67756,BE,1,0,502417.0,1,0
Belgium,2010,30528.0,,2.06188,1.65420985221863,15080.34,77.6398,44197.393671162,102.236808776855,160.66047668457,66.8578872680664,11.948920249939,6.44077014923096,3755.63584,BE,1,0,870751.0,1,0
Belgium,2011,30528.0,,2.17332,1.72347581386566,15583.08,81.61,47760.8298776546,101.269889831543,159.349304199219,67.7034072875977,11.6030197143555,6.38481998443604,3880.19574,BE,1,0,5008066.0,1,0
Belgium,2012,30528.0,,2.28114,1.67117416858673,16327.84,80.72,44874.1709182123,101.520362854004,160.110534667969,69.7490615844727,11.6744003295898,6.56626987457275,4116.61624,BE,1,0,5255384.0,1,0
Belgium,2013,30528.0,24.3,2.33073,1.70195496082306,16589.95,82.1702,46964.5946777056,103.191062927246,161.845886230469,71.7841110229492,11.8087701797485,6.60135984420776,4161.62059,BE,1,0,5371928.0,1,0
Belgium,2014,30528.0,24.2,2.37002,1.51735270023346,16888.19,85.0012,47995.7786961339,103.104873657227,162.421981811523,74.0397262573242,11.8351898193359,6.55865001678467,4544.86674,BE,1,0,7811474.0,1,0
Belgium,2015,30528.0,24.2,2.42817,1.52944529056549,16730.49,85.0529,40893.804537772,102.243827819824,164.079818725586,76.423942565918,12.007269859314,6.46963977813721,4731.81573,BE,1,0,10237075.0,1,0
Belgium,2016,30528.0,24.6,2.52338,1.39763832092285,16792.56,86.5165,41854.5498296444,102.055862426758,160.689270019531,77.2435073852539,12.1512203216553,6.48613023757935,4798.32663,BE,1,0,12102449.0,1,0
Belgium,2017,30528.0,24.7,2.66666,1.24078404903412,16305.94,87.6797,44035.3239358548,102.752861022949,158.670288085938,80.7738189697266,12.3418598175049,6.44915008544922,4757.30821,BE,1,0,20798878.0,1,0
Belgium,2018,30688.0,24.6,2.86018,1.22463178634644,16529.95,88.6473,47487.2100392561,102.500366210938,156.509765625,79.1237487792969,12.1805801391602,6.38883018493652,5040.00069,BE,1,0,23126054.0,1,0
Belgium,2019,30689.0,26.1,3.1566,1.11331832408905,16644.86,90.2754,46716.6227467964,102.148559570312,156.635375976562,79.3044815063477,12.2196102142334,6.32381010055542,5290.87935,BE,1,0,39394880.0,1,0
Belgium,2020,30689.0,17.6,3.39175,1.07823526859283,16947.47,91.5264,45906.2875805246,102.064270019531,151.727508544922,79.4996032714844,11.5557899475098,6.75470018386841,5418.91258,BE,1,0,40069907.0,1,0
Belgium,2021,30689.0,17.8,3.39239,1.08557260036469,18319.58,92.7887,51658.238294958,101.821136474609,143.163513183594,82.6882019042969,11.6166801452637,6.38112020492554,6596.70594,BE,1,0,42402735.0,1,0
Belgium,2022,30689.0,17.8,3.40544,1.22718644142151,17612.3,94.0078,50822.2518538518,102.176986694336,142.918075561523,83.5736465454102,12.0173597335815,6.27796983718872,6983.19007,BE,1,0,40012892.0,1,0
Benin,2007,114760.0,,-0.7412882126052525,-0.543749690055847,93.97,1.79,912.338247188342,108.35690459519437,44.983320935462,7.43086004257202,14.9486904144287,2.36331009864807,-2531.6880823851084,BJ,4,2,0.0,1,0
Benin,2008,114760.0,,-1.0629841704114154,-0.492893785238266,92.83,1.85,1060.60254502099,106.483963012695,46.963356941919,7.34216022491455,19.0885791778564,2.77728009223938,-3347.189037790797,BJ,4,2,0.0,1,0
Benin,2009,114760.0,,-0.7117771915855844,-0.595060706138611,117.63,2.24,1024.10277858112,111.44181060791,50.31799089077148,9.3462495803833,18.1756191253662,3.08927011489868,-2549.6750640902333,BJ,4,2,0.0,1,0
Benin,2010,114760.0,,-1.295962623337808,-0.609903872013092,105.59,3.13,973.244254931526,112.795959472656,56.28661774202577,12.6081895828247,26.1439609527588,3.67997002601623,-3968.523991429576,BJ,4,2,0.0,1,0
Benin,2011,114760.0,,-0.5020687699474047,-0.547139346599579,128.9,4.14832,1059.41358852588,114.723129272461,45.7294692993164,11.8088598251343,16.442806737806517,2.8007752881217596,-1999.5996894542072,BJ,4,2,7416.0,1,0
Benin,2012,114760.0,,-1.0818779539628687,-0.526746511459351,143.3,4.5,1071.5258366283,118.541481018066,57.9992550380221,12.8605403900147,25.0213108062744,3.56202006340027,-3376.174326727125,BJ,4,2,7416.0,1,0
Benin,2013,114760.0,23.5,-0.8266051934233531,-0.508882761001587,178.78,4.9,1168.92699279226,119.383087158203,52.0378494262695,14.7752199172974,22.3412208557129,3.3275101184845,-2778.529809243867,BJ,4,2,7416.0,1,0
Benin,2014,114760.0,23.5,-0.8703662634825078,-0.485428422689438,179.52,6.0,1204.39918670094,119.675392150879,52.5952682495117,14.6916198730469,22.2277107238769,3.161789894104,-2821.07117140871,BJ,4,2,95881.0,1,1
Benin,2015,114760.0,22.9,-0.23149312233524622,-0.682311475276947,180.0,11.255,1002.41886879614,121.990882873535,55.1333084106445,12.4851799011231,17.4795207977295,3.17298007011414,-1196.931336438206,BJ,4,2,123585.0,1,1
Benin,2016,114760.0,23.5,-0.49370270781349546,-0.625652372837067,173.32,14.5,1010.5338961993,120.301116943359,55.2945899963379,11.9529895782471,18.7914009094238,2.89910006523132,-1691.8932107465216,BJ,4,2,196165.0,1,1
Benin,2017,114760.0,23.5,-0.3933963056496317,-0.697358727455139,207.64,18.7,1054.97408066814,116.291519165039,62.2450691677341,11.337929725647,19.8796501159668,3.53558993339539,-1480.5678663560248,BJ,4,2,335182.0,1,1
Benin,2018,114760.0,23.5,-0.5069234898996409,-0.631518959999084,233.16,19.0,1151.7409703472,111.805068969727,58.29766592826785,11.5739097595215,17.7091808319092,2.93161988258362,-1683.6144231469734,BJ,4,2,356206.0,1,1
Benin,2019,114760.0,23.5,-0.8126759672996753,-0.490367919206619,276.96,20.5,1130.82135339795,106.798400878906,56.586795080761746,10.3906803131103,18.8681161491591,2.73204741460628,-2357.294917251157,BJ,4,2,459747.0,1,1
Benin,2020,114760.0,23.5,-0.3507235307862788,-0.290913850069046,317.18,22.1206,1200.19426631122,104.033172607422,43.9858703613281,10.3808002471924,15.7203538987759,2.89898431911618,-1376.7341706266661,BJ,4,2,684792.0,1,1
Benin,2021,114760.0,23.5,-0.027772154632715096,-0.23760136961937,381.61,28.2047,1318.65158107487,105.631301879883,44.2737998962402,9.82796955108643,14.7747873406015,3.09692638090381,-526.813765554311,BJ,4,2,835613.0,1,1
Benin,2022,114760.0,23.5,0.03851585907162669,-0.170590236783028,413.69,30.0134,1266.42710981159,108.036239624023,43.5606498718262,10.2350101470947,14.9914706871899,3.0972642678305,-326.05136105962583,BJ,4,2,888953.0,1,1
Brazil,2007,8515770.0,,1.08138,-0.290289968252182,31153.54,30.88,7409.69130673473,101.65125219693851,77.68121541240194,40.69491906287787,12.3272495269775,4.97425985336304,562.55469,BR,2,3,0.0,0,0
Brazil,2008,8515770.0,,1.12904,-0.148200899362564,35574.01,33.83,8908.33176538648,101.8914076823287,81.13273507236859,42.23295007618922,13.1999702453613,5.2688398361206,598.65285,BR,2,3,0.0,0,0
Brazil,2009,8515770.0,,1.11866,-0.151303574442863,38510.99,39.22,8678.6592244676,100.76777085535474,85.07103887348617,43.863580642823926,13.4780702590942,5.46355009078979,634.14103,BR,2,3,0.0,0,0
Brazil,2010,8515770.0,,1.15992,-0.0868625491857529,41760.03,40.65,11403.2821278747,101.30508369786043,86.55960138949719,43.29601344507958,14.2950096130371,5.64879989624023,696.09998,BR,2,3,0.0,0,0
Brazil,2011,8515770.0,,1.13966,-0.152404069900513,44155.52,45.69,13396.6243562986,100.57700139985803,89.83984783071587,44.709094870841405,14.5740699768066,5.73741006851196,749.17174,BR,2,3,0.0,0,1
Brazil,2012,8515770.0,,1.12684,-0.16054867208004,48166.15,48.56,12521.7213519966,104.7822265625,94.3209762573242,43.2308616638184,14.8948698043823,5.85510015487671,801.40894,BR,2,3,0.0,1,1
Brazil,2013,8515770.0,18.9,1.19567,-0.119030974805355,50197.15,51.04,12458.8912138813,109.945137023926,103.917686462402,44.3393707275391,14.6777896881103,5.8388500213623,852.71699,BR,2,3,756236.0,1,1
Brazil,2014,8515770.0,20.4,1.26971,-0.175920635461807,52367.03,54.551,12274.9939689363,110.316467285156,102.635528564453,47.1568717956543,14.3591403961182,5.94848012924194,903.20079,BR,2,3,1168790.0,1,1
Brazil,2015,8515770.0,20.4,1.37093,-0.255271553993225,53504.24,58.328,8936.19661712113,109.152191162109,100.920516967773,48.4340400695801,13.5114603042603,6.24105978012085,3454.913901102277,BR,2,3,5182736.0,1,1
Brazil,2016,8515770.0,20.7,1.28637,-0.249387070536613,55719.12,60.8725,8836.28652735657,108.757843017578,102.56950378418,48.3333396911621,13.8761100769043,6.314040184021,3444.0463926855236,BR,2,3,6825428.0,1,1
Brazil,2017,8515770.0,20.7,1.1175,-0.317140609025955,59143.03,67.4713,10080.5092819305,109.80850982666,103.015960693359,50.0267486572266,14.2683095932007,6.32047986984253,3552.327139541724,BR,2,3,8504737.0,1,1
Brazil,2018,8515770.0,28.6,1.16769,-0.520569622516632,63130.11,70.4343,9300.66164923219,108.623291015625,105.00707244873,51.1916885375977,13.7809400558472,6.08851003646851,3628.464314619744,BR,2,3,9160562.0,1,1
Brazil,2019,8515770.0,29.2,1.21096,-0.234114676713943,66506.17,73.9124,9029.83326681073,107.40747833252,103.953277587891,52.6240615844727,13.8547201156616,5.96346998214722,3692.9000687788075,BR,2,3,11920264.0,1,1
Brazil,2020,8515770.0,29.2,1.14526,-0.465709209442139,70490.47,81.3427,7074.19378337644,105.498199462891,104.125999450684,54.572811126709,12.4982500076294,5.77150011062622,3985.7899951118898,BR,2,3,16748293.0,1,1
Brazil,2021,8515770.0,29.3,1.7423675351225578,-0.492990374565125,73727.34,80.6899,7972.5366498646,103.4716796875,106.651893615723,56.8306198120117,13.6161603927612,5.4969801902771,4079.1904668669968,BR,2,3,19007076.0,1,1
Brazil,2022,8510420.0,29.3,1.8992329726230806,-0.588259339332581,67030.59,80.5278,9281.33334441234,103.970321655273,106.031188964844,60.3906211853027,12.9340095520019,5.61922979354858,4384.56732338985,BR,2,3,21728617.0,1,1
Canada,2007,15640500.0,,1.90358,1.75481534004211,51979.5,73.2,44660.0838892281,99.5414810180664,101.272247314453,63.8298110961914,12.3285598754883,4.7664098739624,4596.69506,CA,3,0,1515136.0,1,0
Canada,2008,15640500.0,,1.85578,1.78248238563538,53779.61,76.7,46710.2526864484,98.6080932617188,102.278419494629,64.3074111938477,12.0099601745606,4.62612009048462,4725.99112,CA,3,0,1585086.0,1,0
Canada,2009,15640500.0,,1.91742,1.74208331108093,55876.68,80.3,40874.8831932903,99.6073379516602,102.979949951172,63.6236991882324,12.4836397171021,4.84057998657227,4466.14043,CA,3,0,1693216.0,1,0
Canada,2010,15640500.0,,1.82504,1.77782678604126,56793.27,80.3,47560.6666009406,99.1343688964844,102.510261535645,61.8845901489258,12.3359603881836,5.356369972229,4664.07888,CA,3,0,1898559.0,1,0
Canada,2011,15640500.0,,1.78714,1.77254545688629,57715.63,83.0,52223.8588398531,98.5625991821289,102.823951721191,63.1586990356445,12.2191400527954,5.26205015182495,4802.7188,CA,3,0,1975563.0,1,0
Canada,2012,15640500.0,,1.77304,1.75697004795074,59761.57,83.0,52670.3447335415,99.4907531738281,110.873832702637,63.603271484375,12.469387143989028,5.436350511053459,4652.42914,CA,3,0,2530992.0,1,1
Canada,2013,15640500.0,6.3,1.70624,1.78074109554291,60074.83,85.8,52638.1187235237,99.3867797851562,111.407608032227,65.7477188110352,11.2129096984863,4.5890097618103,4647.61399,CA,3,0,3168448.0,1,1
Canada,2014,15640500.0,6.3,1.71483,1.75371766090393,60858.96,87.12,50960.8431174661,99.5252914428711,111.68155670166,67.1677017211914,12.1208801269531,4.84358978271484,4564.22043,CA,3,0,4450427.0,1,1
Canada,2015,15640500.0,6.2,1.69359,1.7309353351593,61391.62,90.0,43594.1941045394,99.8602600097656,111.737281799316,67.2690963745117,12.351619720459,4.7393798828125,4545.96875,CA,3,0,4834670.0,1,1
Canada,2016,15640500.0,6.5,1.72903,1.7445410490036,61324.12,91.16,42314.0615817218,98.5500411987305,111.607330322266,69.2459411621094,12.0354995727539,4.81642007827759,4400.49278,CA,3,0,4719718.0,1,1
Canada,2017,15640500.0,6.5,1.68702,1.81557297706604,61601.66,92.7014,45129.628116623,98.6322402954102,111.974517822266,70.2687072753906,12.1707401275635,4.95996999740601,4429.05796,CA,3,0,40920161.0,1,1
Canada,2018,15640500.0,7.2,1.7372,1.67513394355774,63648.46,94.64,46539.1761570405,98.6617813110352,111.833679199219,69.3507232666016,12.0848703384399,4.8889799118042,4715.91861,CA,3,0,42943119.0,1,1
Canada,2019,15640500.0,8.1,1.75578,1.69731068611145,64546.67,91.9129,46352.8693445211,97.1875534057617,110.980072021484,73.1128768920898,11.7379398345947,4.77293014526367,4850.93689,CA,3,0,64729626.0,1,1
Canada,2020,15640500.0,9.5,1.93414,1.59831285476685,65331.55,92.3,43537.839298904,96.9089736938477,109.628059387207,75.2389068603516,12.0423498153687,4.88794994354248,5155.65021,CA,3,0,78324816.0,1,1
Canada,2021,15634410.0,10.8,1.86431,1.5614572763443,69684.17,93.9371,52886.6616372703,95.229621887207,108.337341308594,79.7657318115234,9.0687198638916,4.74860000610352,5411.82682,CA,3,0,102920646.0,1,1
Canada,2022,15634410.0,11.4,1.71166,1.56661772727966,69051.87,94.0,56256.8007264015,94.7449798583984,107.479377746582,78.8984985351562,10.6535596847534,4.88021993637085,4349.208008842233,CA,3,0,125248761.0,1,1
Central African Republic,2007,622980.0,,-1.578156273218601,-1.52851343154907,8.41,0.375816,380.887048839475,65.5534591674805,25.168193104589648,3.4949504312222217,9.86948013305664,1.31332004070282,-4690.761622472677,CF,4,1,0.0,0,0
Central African Republic,2008,622980.0,,-1.1356355140019652,-1.37209057807922,10.14,1.0,437.24827472489,75.8503494262695,27.50273484823515,2.16495990753174,7.8600001335144,1.29000997543335,-3554.6077083127166,CF,4,1,0.0,0,0
Central African Republic,2009,622980.0,,-1.0031660573555206,-1.39648199081421,11.05,1.8,456.471673898404,77.4299163818359,11.9955196380615,2.30814003944397,7.84172010421753,1.25458002090454,-3294.8031190832658,CF,4,1,0.0,0,0
Central African Republic,2010,622980.0,,-0.9273905530896298,-1.39312899112701,14.24,2.0,476.873786950728,81.2789535522461,28.719350545638136,2.53881001472473,6.47537994384766,1.11760997772217,-2979.4721765192603,CF,4,1,0.0,0,0
Central African Republic,2011,622980.0,,-0.99389414098708,-1.31311178207397,15.27,2.2,534.057281471636,81.3504028320312,15.9189596176147,2.95497989654541,7.8254599571228,1.10792005062103,-3194.358070504921,CF,4,1,0.0,1,0
Central African Republic,2012,622980.0,,-0.8811749152989873,-1.45320987701416,10.58,2.4,544.395849142785,81.9315032958984,15.6197595596313,2.77519989013672,10.6165691254814,1.98034724839473,-3083.370962721224,CF,4,1,0.0,1,0
Central African Republic,2013,622980.0,18.1,0.03346756637557302,-1.62575948238373,12.59,2.5,364.36696260838,101.85961202975943,48.7173433135132,24.242221940189754,8.08344390393141,2.63821423826355,-960.2582528432536,CF,4,1,0.0,1,0
Central African Republic,2014,622980.0,18.1,-0.27867160309359296,-1.88091146945953,17.22,2.7,409.8504859647,102.79074720773806,45.98970373108135,19.131831773959355,9.38718751677231,2.22015331698693,-1561.2707538251198,CF,4,1,0.0,1,0
Central African Republic,2015,622980.0,18.1,-0.32915097820087014,-1.81107401847839,12.65,2.9,366.322853938121,101.51093398542818,43.84513696986721,17.876712808032075,8.38674186180161,1.9102285875012,-1627.4133018885632,CF,4,1,0.0,1,0
Central African Republic,2016,622980.0,18.1,-0.25213710270073997,-1.80731046199799,27.42,3.1,387.176203444318,96.8125991821289,13.9465503692627,3.5303610486399357,7.31902194047271,1.75408898250234,-1482.3204710313184,CF,4,1,0.0,1,0
Central African Republic,2017,622980.0,18.1,-0.37511761834376234,-1.79250860214233,18.45,4.0,432.324025684263,99.00147595578355,15.8074398040772,2.451752669549901,8.89504990083298,1.75365013911465,-1711.6667784643014,CF,4,1,3226.0,1,0
